"Profile.Name","Start.Time","Duration","Attributes","Title","Supplemental.Video.Type","Device.Type","Bookmark","Latest.Bookmark","Country"
"Astrid",2019-10-17 18:50:01,"00:06:35","Autoplayed: user action: Unspecified; ","Sherlock: Series 4: The Six Thatchers (Episode 1)","","FireTV Stick 2016","00:11:15","Not latest view","GB (United Kingdom)"
"Astrid",2019-10-17 18:25:23,"00:00:34","Autoplayed: user action: Unspecified; ","Sherlock: Series 4: The Six Thatchers (Episode 1)","","FireTV Stick 2016","00:04:40","Not latest view","GB (United Kingdom)"
"Astrid",2019-10-17 18:20:12,"00:04:48","Autoplayed: user action: Unspecified; ","The Great British Bake Off: Season 4: Cake (Episode 1)","","FireTV Stick 2016","00:59:10","00:59:10","GB (United Kingdom)"
"Astrid",2019-10-17 18:20:03,"00:00:07","Autoplayed: user action: None; ","The Great British Bake Off: Season 1_hook_primary_16x9","HOOK","FireTV Stick 2016","00:00:07","Not latest view","GB (United Kingdom)"
"Astrid",2019-10-17 17:36:12,"00:42:49","","The Great British Bake Off: Season 4: Cake (Episode 1)","","Apple iPad Mini 4 WiFi","00:54:23","Not latest view","GB (United Kingdom)"
"Astrid",2019-10-14 21:19:07,"00:07:25","Autoplayed: user action: Unspecified; ","Money Heist: Part 3: Astray (Episode 8)","","FireTV Stick 2016","00:07:35","Not latest view","GB (United Kingdom)"
"Astrid",2019-10-14 20:35:53,"00:41:42","Autoplayed: user action: Unspecified; ","Money Heist: Part 3: A Quick Vacation (Episode 7)","","FireTV Stick 2016","00:42:34","00:42:34","GB (United Kingdom)"
"Astrid",2019-10-13 21:29:19,"00:00:02","Autoplayed: user action: None; ","Money Heist: Part 3: A Quick Vacation (Episode 7)","","FireTV Stick 2016","00:00:12","Not latest view","GB (United Kingdom)"
"Astrid",2019-10-13 20:38:40,"00:44:02","Autoplayed: user action: Unspecified; ","Money Heist: Part 3: Everything Seemed Insignificant (Episode 6)","","FireTV Stick 2016","00:45:02","00:45:02","GB (United Kingdom)"
"Astrid",2019-10-13 19:47:43,"00:46:11","","Money Heist: Part 3: Boom, Boom, Ciao (Episode 5)","","FireTV Stick 2016","00:47:34","00:47:34","GB (United Kingdom)"
"Astrid",2019-10-13 19:11:35,"00:00:30","Autoplayed: user action: None; ","Money Heist: Part 3: Boom, Boom, Ciao (Episode 5)","","FireTV Stick 2016","00:00:30","Not latest view","GB (United Kingdom)"
"Astrid",2019-10-12 22:33:27,"00:00:05","Autoplayed: user action: None; ","Money Heist: Part 3: Boom, Boom, Ciao (Episode 5)","","FireTV Stick 2016","00:00:15","Not latest view","GB (United Kingdom)"
"Astrid",2019-10-12 21:53:26,"00:39:59","Autoplayed: user action: Unspecified; ","Money Heist: Part 3: It's Dolphin Time (Episode 4)","","FireTV Stick 2016","00:41:03","00:41:03","GB (United Kingdom)"
"Astrid",2019-10-12 21:07:25,"00:45:58","","Money Heist: Part 3: 48 Meters Underground (Episode 3)","","FireTV Stick 2016","00:46:50","00:46:50","GB (United Kingdom)"
"Astrid",2019-10-12 21:07:03,"00:00:11","Autoplayed: user action: Unspecified; ","Money Heist: Part 3: We're Back (Episode 1)","","FireTV Stick 2016","00:00:11","00:00:11","GB (United Kingdom)"
"Astrid",2019-10-12 19:12:24,"00:11:30","Autoplayed: user action: None; ","The Great British Bake Off: Season 4: Cake (Episode 1)","","Netflix Firefox MAC (Cadmium) HTML 5","00:11:34","Not latest view","GB (United Kingdom)"
"Astrid",2019-10-12 17:49:06,"01:00:28","Autoplayed: user action: Unspecified; ","The Great British Bake Off: Season 3: The Final (Episode 10)","","Netflix Firefox MAC (Cadmium) HTML 5","01:00:23","01:00:23","GB (United Kingdom)"
"Astrid",2019-10-12 17:25:17,"00:23:48","","The Great British Bake Off: Season 3: Patisserie (Episode 9)","","Netflix Firefox MAC (Cadmium) HTML 5","00:58:15","00:58:15","GB (United Kingdom)"
"Astrid",2019-10-12 17:20:42,"00:00:34","Autoplayed: user action: None; ","Black Mirror: Season 1_hook_primary_16x9","HOOK","Netflix Firefox MAC (Cadmium) HTML 5","00:00:35","00:00:35","GB (United Kingdom)"
"Astrid",2019-10-12 17:19:32,"00:00:56","Autoplayed: user action: None; ","RuPaul's Drag Race: Season 11_hook_primary_16x9","HOOK","Netflix Firefox MAC (Cadmium) HTML 5","00:00:57","Not latest view","GB (United Kingdom)"
"Astrid",2019-10-11 17:46:48,"00:32:30","Autoplayed: user action: None; ","The Great British Bake Off: Season 3: Patisserie (Episode 9)","","Apple iPad Mini 4 WiFi","00:34:27","Not latest view","GB (United Kingdom)"
"Astrid",2019-10-11 16:42:23,"00:58:08","Autoplayed: user action: None; ","The Great British Bake Off: Season 3: Biscuits (Episode 8)","","Apple iPad Mini 4 WiFi","00:58:13","00:58:13","GB (United Kingdom)"
"Astrid",2019-10-11 15:55:57,"00:46:24","","The Great British Bake Off: Season 3: Sweet Dough (Episode 7)","","Apple iPad Mini 4 WiFi","00:58:04","00:58:04","GB (United Kingdom)"
"Astrid",2019-10-07 18:47:52,"00:43:25","","Money Heist: Part 2: Episode 9","","Netflix Firefox MAC (Cadmium) HTML 5","00:44:01","00:44:01","GB (United Kingdom)"
"Astrid",2019-10-05 20:02:43,"00:00:02","Autoplayed: user action: None; ","Money Heist: Part 2: Episode 9","","Netflix Firefox MAC (Cadmium) HTML 5","00:00:08","Not latest view","GB (United Kingdom)"
"Astrid",2019-10-05 19:14:34,"00:47:31","","Money Heist: Part 2: Episode 8","","Netflix Firefox MAC (Cadmium) HTML 5","00:48:26","00:48:26","GB (United Kingdom)"
"Astrid",2019-10-04 18:44:36,"00:00:03","","Call the Midwife: Series 7: Christmas Special 2017 (Episode 1)","","Netflix Firefox MAC (Cadmium) HTML 5","00:01:08","00:01:08","GB (United Kingdom)"
"Astrid",2019-10-04 18:43:44,"00:00:40","","Call the Midwife: Series 7: Christmas Special 2017 (Episode 1)","","Netflix Firefox MAC (Cadmium) HTML 5","00:01:05","Not latest view","GB (United Kingdom)"
"Astrid",2019-10-04 18:42:02,"00:01:11","","Call the Midwife: Series 6: Episode 8","","Netflix Firefox MAC (Cadmium) HTML 5","00:45:11","00:45:11","GB (United Kingdom)"
"Astrid",2019-10-04 18:39:36,"00:02:21","","Call the Midwife: Series 6: Episode 1","","Netflix Firefox MAC (Cadmium) HTML 5","00:02:48","00:02:48","GB (United Kingdom)"
"Astrid",2019-10-04 17:10:12,"00:01:19","","The Politician: Season 1 (Trailer)","TRAILER","Netflix Firefox MAC (Cadmium) HTML 5","00:01:19","Not latest view","GB (United Kingdom)"
"Astrid",2019-10-03 21:35:20,"00:05:53","","The Great British Bake Off: Season 3: Sweet Dough (Episode 7)","","Apple iPhone 7 (GSM)","00:11:40","Not latest view","GB (United Kingdom)"
"Astrid",2019-10-03 21:30:01,"00:04:39","","The Great British Bake Off: Season 3: Sweet Dough (Episode 7)","","Apple iPhone 7 (GSM)","00:05:47","Not latest view","GB (United Kingdom)"
"Astrid",2019-10-03 20:57:23,"00:32:35","","The Great British Bake Off: Season 3: Puddings (Episode 6)","","Apple iPhone 7 (GSM)","00:57:56","00:57:56","GB (United Kingdom)"
"Astrid",2019-10-03 19:57:00,"00:00:07","Autoplayed: user action: None; ","Workin' Moms: Season 1_hook_primary_16x9","HOOK","Netflix Firefox MAC (Cadmium) HTML 5","00:00:07","00:00:07","GB (United Kingdom)"
"Astrid",2019-10-03 19:55:00,"00:00:06","Autoplayed: user action: None; ","Welcome to Nairobi's Team","TRAILER","Netflix Firefox MAC (Cadmium) HTML 5","00:00:06","00:00:06","GB (United Kingdom)"
"Astrid",2019-10-03 19:54:51,"00:00:05","Autoplayed: user action: None; ","The Politician: Season 1 (Trailer)","TRAILER","Netflix Firefox MAC (Cadmium) HTML 5","00:00:05","Not latest view","GB (United Kingdom)"
"Astrid",2019-10-03 19:54:37,"00:00:06","Autoplayed: user action: None; ","Unbelievable: Limited Series (:30 Product Preview)","PREVIEW","Netflix Firefox MAC (Cadmium) HTML 5","00:00:06","00:00:06","GB (United Kingdom)"
"Astrid",2019-10-03 19:50:53,"00:03:31","Autoplayed: user action: Unspecified; ","Sherlock: Series 4: The Six Thatchers (Episode 1)","","Netflix Firefox MAC (Cadmium) HTML 5","00:04:06","Not latest view","GB (United Kingdom)"
"Astrid",2019-10-03 19:07:11,"00:43:24","","Sherlock: Series 3: The Abominable Bride (Episode 4)","","Netflix Firefox MAC (Cadmium) HTML 5","01:28:46","01:28:46","GB (United Kingdom)"
"Astrid",2019-10-02 20:40:40,"00:40:22","Autoplayed: user action: None; ","Money Heist: Part 2: Episode 7","","Netflix Firefox MAC (Cadmium) HTML 5","00:43:11","00:43:11","GB (United Kingdom)"
"Astrid",2019-10-02 19:54:11,"00:44:16","","Money Heist: Part 2: Episode 6","","Netflix Firefox MAC (Cadmium) HTML 5","00:44:47","00:44:47","GB (United Kingdom)"
"Astrid",2019-09-30 20:19:43,"00:24:07","","The Great British Bake Off: Season 3: Puddings (Episode 6)","","Apple iPad Mini 4 WiFi","00:25:21","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-30 20:07:42,"00:11:58","","The Great British Bake Off: Season 3: Pies (Episode 5)","","Apple iPad Mini 4 WiFi","00:57:57","00:57:57","GB (United Kingdom)"
"Astrid",2019-09-29 14:51:03,"00:45:44","Autoplayed: user action: None; ","The Great British Bake Off: Season 3: Pies (Episode 5)","","Apple iPad Mini 4 WiFi","00:45:48","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-29 13:43:57,"00:58:15","Autoplayed: user action: None; ","The Great British Bake Off: Season 3: Desserts (Episode 4)","","Apple iPad Mini 4 WiFi","00:58:28","00:58:28","GB (United Kingdom)"
"Astrid",2019-09-29 12:24:30,"00:35:43","","The Great British Bake Off: Season 3: Tarts (Episode 3)","","Apple iPad Mini 4 WiFi","00:58:13","00:58:13","GB (United Kingdom)"
"Astrid",2019-09-29 12:04:19,"00:17:01","","The Great British Bake Off: Season 3: Tarts (Episode 3)","","Netflix Firefox MAC (Cadmium) HTML 5","00:23:34","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-29 11:57:03,"00:06:42","Autoplayed: user action: None; ","The Great British Bake Off: Season 3: Tarts (Episode 3)","","Apple iPad Mini 4 WiFi","00:07:03","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-29 11:35:44,"00:21:01","","The Great British Bake Off: Season 3: Bread (Episode 2)","","Apple iPad Mini 4 WiFi","00:58:15","00:58:15","GB (United Kingdom)"
"Astrid",2019-09-28 11:45:23,"00:36:23","Autoplayed: user action: None; ","The Great British Bake Off: Season 3: Bread (Episode 2)","","Apple iPad Mini 4 WiFi","00:37:24","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-28 10:50:11,"00:49:55","","The Great British Bake Off: Season 3: Cake (Episode 1)","","Apple iPad Mini 4 WiFi","00:58:24","00:58:24","GB (United Kingdom)"
"Astrid",2019-09-28 10:49:16,"00:00:38","","The Great British Bake Off: Season 3: Cake (Episode 1)","","Apple iPhone 7 (GSM)","00:08:29","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-27 22:10:39,"00:00:02","Autoplayed: user action: None; ","Money Heist: Part 2: Episode 6","","Netflix Firefox MAC (Cadmium) HTML 5","00:00:08","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-27 21:23:32,"00:41:22","Autoplayed: user action: None; ","Money Heist: Part 2: Episode 5","","Netflix Firefox MAC (Cadmium) HTML 5","00:42:13","00:42:13","GB (United Kingdom)"
"Astrid",2019-09-27 20:32:35,"00:48:47","","Money Heist: Part 2: Episode 4","","Netflix Firefox MAC (Cadmium) HTML 5","00:49:56","00:49:56","GB (United Kingdom)"
"Astrid",2019-09-27 20:32:28,"00:00:05","Autoplayed: user action: None; ","Money Heist: Part 3 (Trailer)","TRAILER","Netflix Firefox MAC (Cadmium) HTML 5","00:00:05","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-27 20:27:39,"00:04:38","","Murder Mystery","","Netflix Firefox MAC (Cadmium) HTML 5","01:11:31","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-27 20:21:38,"00:00:04","Autoplayed: user action: None; ","Jack Whitehall: Travels with My Father: Season 3 (Trailer)","TRAILER","Netflix Firefox MAC (Cadmium) HTML 5","00:00:04","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-26 20:18:33,"00:42:09","Autoplayed: user action: None; ","Money Heist: Part 2: Episode 3","","Netflix Firefox MAC (Cadmium) HTML 5","00:43:10","00:43:10","GB (United Kingdom)"
"Astrid",2019-09-26 19:36:42,"00:40:04","","Money Heist: Part 2: Episode 2","","Netflix Firefox MAC (Cadmium) HTML 5","00:40:58","00:40:58","GB (United Kingdom)"
"Astrid",2019-09-24 20:04:31,"00:05:59","","The Great British Bake Off: Season 3: Cake (Episode 1)","","Apple iPad Mini 4 WiFi","00:07:51","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-24 20:03:29,"00:00:20","","The Great British Bake Off: Season 3: Bread (Episode 2)","","Apple iPad Mini 4 WiFi","00:00:21","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-24 20:03:15,"00:00:05","Autoplayed: user action: None; ","Unbelievable: Limited Series (:30 Product Preview)","PREVIEW","Apple iPad Mini 4 WiFi","00:00:06","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-24 19:51:38,"00:00:17","Autoplayed: user action: None; ","Unbelievable: Limited Series (:30 Product Preview)","PREVIEW","Apple iPad Mini 4 WiFi","00:00:18","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-24 19:51:13,"00:00:01","","The Great British Bake Off: Season 3: Bread (Episode 2)","","Apple iPad Mini 4 WiFi","00:00:02","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-24 19:48:00,"00:00:03","Autoplayed: user action: None; ","The Great British Bake Off: Season 3: Cake (Episode 1)","","Apple iPad Mini 4 WiFi","00:00:08","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-24 19:21:49,"00:23:29","","The Great British Bake Off: Season 2: The Final (Episode 8)","","Apple iPad Mini 4 WiFi","00:59:32","00:59:32","GB (United Kingdom)"
"Astrid",2019-09-23 19:39:54,"00:00:09","Autoplayed: user action: None; ","Money Heist: Part 2: Episode 2","","Netflix Firefox MAC (Cadmium) HTML 5","00:00:16","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-23 18:56:00,"00:41:48","","Money Heist: Part 2: Episode 1","","Netflix Firefox MAC (Cadmium) HTML 5","00:42:19","00:42:19","GB (United Kingdom)"
"Astrid",2019-09-23 18:09:13,"00:36:41","","The Great British Bake Off: Season 2: The Final (Episode 8)","","Netflix Firefox MAC (Cadmium) HTML 5","00:36:33","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-22 18:55:23,"00:44:28","","Sherlock: Series 3: The Abominable Bride (Episode 4)","","Netflix Firefox MAC (Cadmium) HTML 5","00:46:02","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-22 18:53:07,"00:02:13","","Sherlock: Series 3: His Last Vow (Episode 3)","","Netflix Firefox MAC (Cadmium) HTML 5","01:28:52","01:28:52","GB (United Kingdom)"
"Astrid",2019-09-22 18:52:52,"00:00:11","","Sherlock: Series 3: The Sign of Three (Episode 2)","","Netflix Firefox MAC (Cadmium) HTML 5","00:48:15","00:48:15","GB (United Kingdom)"
"Astrid",2019-09-22 17:50:16,"00:47:12","","The Great British Bake Off: Season 2: Patisserie (Episode 7)","","Netflix Firefox MAC (Cadmium) HTML 5","00:57:46","00:57:46","GB (United Kingdom)"
"Astrid",2019-09-21 21:34:46,"00:55:36","","Money Heist: Part 1: Episode 13","","Netflix Firefox MAC (Cadmium) HTML 5","00:54:45","00:54:45","GB (United Kingdom)"
"Astrid",2019-09-21 21:02:31,"00:32:14","","Money Heist: Part 1: Episode 12","","Netflix Firefox MAC (Cadmium) HTML 5","00:42:50","00:42:50","GB (United Kingdom)"
"Astrid",2019-09-21 20:00:12,"00:09:38","Autoplayed: user action: None; ","Money Heist: Part 1: Episode 12","","Netflix Firefox MAC (Cadmium) HTML 5","00:10:36","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-21 19:15:50,"00:41:44","Autoplayed: user action: None; ","Money Heist: Part 1: Episode 11","","Netflix Firefox MAC (Cadmium) HTML 5","00:41:50","00:41:50","GB (United Kingdom)"
"Astrid",2019-09-21 18:13:04,"00:53:56","Autoplayed: user action: None; ","Money Heist: Part 1: Episode 10","","Netflix Firefox MAC (Cadmium) HTML 5","00:54:02","00:54:02","GB (United Kingdom)"
"Astrid",2019-09-21 17:31:34,"00:41:10","","Money Heist: Part 1: Episode 9","","Netflix Firefox MAC (Cadmium) HTML 5","00:42:02","00:42:02","GB (United Kingdom)"
"Astrid",2019-09-21 17:31:02,"00:00:28","Autoplayed: user action: None; ","Criminal: UK: Season 1 (Trailer)","TRAILER","Netflix Firefox MAC (Cadmium) HTML 5","00:00:28","00:00:28","GB (United Kingdom)"
"Astrid",2019-09-20 20:30:39,"00:42:08","Autoplayed: user action: None; ","Money Heist: Part 1: Episode 8","","Netflix Firefox MAC (Cadmium) HTML 5","00:43:10","00:43:10","GB (United Kingdom)"
"Astrid",2019-09-20 19:35:08,"00:47:14","Autoplayed: user action: None; ","Money Heist: Part 1: Episode 7","","Netflix Firefox MAC (Cadmium) HTML 5","00:47:20","00:47:20","GB (United Kingdom)"
"Astrid",2019-09-20 18:51:57,"00:42:00","Autoplayed: user action: None; ","Money Heist: Part 1: Episode 6","","Netflix Firefox MAC (Cadmium) HTML 5","00:42:57","00:42:57","GB (United Kingdom)"
"Astrid",2019-09-20 18:10:32,"00:41:24","","Money Heist: Part 1: Episode 5","","Netflix Firefox MAC (Cadmium) HTML 5","00:42:06","00:42:06","GB (United Kingdom)"
"Astrid",2019-09-20 18:10:20,"00:00:08","Autoplayed: user action: None; ","Criminal: UK: Season 1 (Trailer)","TRAILER","Netflix Firefox MAC (Cadmium) HTML 5","00:00:11","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-18 19:56:25,"00:49:50","Autoplayed: user action: None; ","Money Heist: Part 1: Episode 4","","Netflix Firefox MAC (Cadmium) HTML 5","00:50:43","00:50:43","GB (United Kingdom)"
"Astrid",2019-09-18 19:41:59,"00:14:25","","Money Heist: Part 1: Episode 3","","Netflix Firefox MAC (Cadmium) HTML 5","00:49:58","00:49:58","GB (United Kingdom)"
"Astrid",2019-09-18 19:06:04,"00:34:32","","Money Heist: Part 1: Episode 3","","Netflix Firefox MAC (Cadmium) HTML 5","00:35:33","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-18 18:41:28,"00:10:06","Autoplayed: user action: Unspecified; ","The Great British Bake Off: Season 2: Patisserie (Episode 7)","","Netflix Firefox MAC (Cadmium) HTML 5","00:11:34","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-18 18:14:04,"00:27:12","","The Great British Bake Off: Season 2: Desserts (Episode 6)","","Netflix Firefox MAC (Cadmium) HTML 5","00:57:59","00:57:59","GB (United Kingdom)"
"Astrid",2019-09-18 18:13:57,"00:00:04","Autoplayed: user action: None; ","Unbelievable: Limited Series (Trailer)","TRAILER","Netflix Firefox MAC (Cadmium) HTML 5","00:00:04","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-18 17:39:05,"00:31:17","","The Great British Bake Off: Season 2: Desserts (Episode 6)","","Apple iPhone 7 (GSM)","00:30:47","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-17 20:49:27,"00:00:01","Autoplayed: user action: None; ","Money Heist: Part 1: Episode 3","","Netflix Firefox MAC (Cadmium) HTML 5","00:00:07","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-17 20:08:28,"00:38:33","","Money Heist: Part 1: Episode 2","","Netflix Firefox MAC (Cadmium) HTML 5","00:40:37","00:40:37","GB (United Kingdom)"
"Astrid",2019-09-17 18:58:39,"00:00:02","Autoplayed: user action: None; ","Money Heist: Part 1: Episode 2","","Netflix Firefox MAC (Cadmium) HTML 5","00:01:19","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-17 18:11:47,"00:46:51","","Money Heist: Part 1: Episode 1","","Netflix Firefox MAC (Cadmium) HTML 5","00:46:51","00:46:51","GB (United Kingdom)"
"Astrid",2019-09-17 18:09:16,"00:00:04","Autoplayed: user action: None; ","Jack Whitehall: Travels with My Father: Season 3 (:30 Product Preview)","PREVIEW","Netflix Firefox MAC (Cadmium) HTML 5","00:00:04","00:00:04","GB (United Kingdom)"
"Astrid",2019-09-15 20:24:13,"00:00:07","Autoplayed: user action: None; ","Money Heist: Part 3 (Trailer)","TRAILER","Netflix Firefox MAC (Cadmium) HTML 5","00:00:07","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-15 20:24:02,"00:00:07","Autoplayed: user action: None; ","Unbelievable: Limited Series (:30 Product Preview)","PREVIEW","Netflix Firefox MAC (Cadmium) HTML 5","00:00:07","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-11 20:32:01,"00:00:05","Autoplayed: user action: None; ","Lucifer: Season 4 (Creep)","HOOK","Netflix Firefox MAC (Cadmium) HTML 5","00:00:06","00:00:06","GB (United Kingdom)"
"Astrid",2019-09-11 19:56:12,"00:02:02","Autoplayed: user action: None; ","Jack Whitehall: Travels with My Father: Season 3 (Trailer)","TRAILER","Netflix Firefox MAC (Cadmium) HTML 5","00:02:03","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-11 19:35:04,"00:21:05","Autoplayed: user action: None; ","Workin' Moms: Season 3: What's It Gonna Be (Episode 13)","","Netflix Firefox MAC (Cadmium) HTML 5","00:21:20","00:21:20","GB (United Kingdom)"
"Astrid",2019-09-11 19:14:21,"00:20:40","","Workin' Moms: Season 3: Two Paths (Episode 12)","","Netflix Firefox MAC (Cadmium) HTML 5","00:21:17","00:21:17","GB (United Kingdom)"
"Astrid",2019-09-10 17:52:58,"00:57:02","","Episode 9","","Apple iPad Mini 4 WiFi","00:57:39","00:57:39","US (United States)"
"Astrid",2019-09-10 17:52:52,"00:39:38","","Episode 8","","Apple iPad Mini 4 WiFi","00:57:02","00:57:02","US (United States)"
"Astrid",2019-09-10 17:52:44,"00:02:00","","Episode 7","","Apple iPad Mini 4 WiFi","00:02:38","00:02:38","US (United States)"
"Astrid",2019-09-10 17:52:38,"00:56:53","","Episode 6","","Apple iPad Mini 4 WiFi","00:57:16","00:57:16","US (United States)"
"Astrid",2019-09-10 17:52:26,"00:56:15","","Episode 5","","Apple iPad Mini 4 WiFi","00:56:52","00:56:52","US (United States)"
"Astrid",2019-09-10 17:52:17,"00:56:06","","Episode 4","","Apple iPad Mini 4 WiFi","00:56:43","00:56:43","US (United States)"
"Astrid",2019-09-10 17:51:40,"00:55:56","","Episode 2","","Apple iPad Mini 4 WiFi","00:56:32","00:56:32","US (United States)"
"Astrid",2019-09-10 17:51:26,"00:58:12","","Episode 1","","Apple iPad Mini 4 WiFi","00:58:19","00:58:19","US (United States)"
"Astrid",2019-09-10 17:50:43,"00:58:15","","Episode 8","","Apple iPad Mini 4 WiFi","00:58:25","00:58:25","US (United States)"
"Astrid",2019-09-10 17:50:33,"00:56:34","","Episode 7","","Apple iPad Mini 4 WiFi","00:57:05","00:57:05","US (United States)"
"Astrid",2019-09-10 17:50:23,"00:56:39","","Episode 6","","Apple iPad Mini 4 WiFi","00:56:59","00:56:59","US (United States)"
"Astrid",2019-09-10 17:50:15,"00:56:39","","Episode 5","","Apple iPad Mini 4 WiFi","00:57:42","00:57:42","US (United States)"
"Astrid",2019-09-10 17:50:11,"00:57:25","","Episode 4","","Apple iPad Mini 4 WiFi","00:57:36","00:57:36","US (United States)"
"Astrid",2019-09-10 17:50:06,"00:55:55","","Episode 3","","Apple iPad Mini 4 WiFi","00:56:25","00:56:25","US (United States)"
"Astrid",2019-09-10 17:49:56,"00:56:34","","Episode 2","","Apple iPad Mini 4 WiFi","00:56:54","00:56:54","US (United States)"
"Astrid",2019-09-10 17:49:44,"00:57:28","","Episode 1","","Apple iPad Mini 4 WiFi","00:59:24","00:59:24","US (United States)"
"Astrid",2019-09-08 21:13:04,"00:00:02","Autoplayed: user action: None; ","Workin' Moms: Season 3: Two Paths (Episode 12)","","Netflix Firefox MAC (Cadmium) HTML 5","00:00:37","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-08 20:52:04,"00:20:42","Autoplayed: user action: None; ","Workin' Moms: Season 3: Business Boyz (Episode 11)","","Netflix Firefox MAC (Cadmium) HTML 5","00:21:16","00:21:16","GB (United Kingdom)"
"Astrid",2019-09-08 20:31:04,"00:20:58","","Workin' Moms: Season 3: Creamed (Episode 10)","","Netflix Firefox MAC (Cadmium) HTML 5","00:21:16","00:21:16","GB (United Kingdom)"
"Astrid",2019-09-06 22:20:46,"00:00:17","Autoplayed: user action: Unspecified; ","The Great British Bake Off: Season 2: Desserts (Episode 6)","","Netflix Firefox MAC (Cadmium) HTML 5","00:00:22","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-06 21:56:16,"00:24:28","","The Great British Bake Off: Season 2: Pies (Episode 5)","","Netflix Firefox MAC (Cadmium) HTML 5","00:57:56","00:57:56","GB (United Kingdom)"
"Astrid",2019-09-06 16:20:34,"00:20:51","","Workin' Moms: Season 3: Guns 'n' Deception (Episode 9)","","Netflix Firefox MAC (Cadmium) HTML 5","00:21:13","00:21:13","GB (United Kingdom)"
"Astrid",2019-09-06 16:19:43,"00:00:07","","Workin' Moms: Season 3 (Trailer)","TRAILER","Netflix Firefox MAC (Cadmium) HTML 5","00:00:07","00:00:07","GB (United Kingdom)"
"Astrid",2019-09-06 16:19:08,"00:00:33","Autoplayed: user action: None; ","The Spy: Season 1 (Trailer)","TRAILER","Netflix Firefox MAC (Cadmium) HTML 5","00:00:33","00:00:33","GB (United Kingdom)"
"Astrid",2019-09-06 15:39:55,"00:26:41","","The Great British Bake Off: Season 2: Pies (Episode 5)","","Netflix Firefox MAC (Cadmium) HTML 5","00:33:28","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-04 22:12:39,"00:00:01","Autoplayed: user action: None; ","Workin' Moms: Season 3: Guns 'n' Deception (Episode 9)","","Netflix Firefox MAC (Cadmium) HTML 5","00:00:34","Not latest view","GB (United Kingdom)"
"Astrid",2019-09-04 21:48:42,"00:20:27","Autoplayed: user action: None; ","Workin' Moms: Season 3: Girls' Trip (Episode 8)","","Netflix Firefox MAC (Cadmium) HTML 5","00:21:15","00:21:15","GB (United Kingdom)"
"Astrid",2019-09-04 21:27:00,"00:20:39","Autoplayed: user action: None; ","Workin' Moms: Season 3: Revenge Fantasy (Episode 7)","","Netflix Firefox MAC (Cadmium) HTML 5","00:21:16","00:21:16","GB (United Kingdom)"
"Astrid",2019-09-04 21:03:55,"00:20:48","Autoplayed: user action: None; ","Workin' Moms: Season 3: Narls in Charge (Episode 6)","","Netflix Firefox MAC (Cadmium) HTML 5","00:21:21","00:21:21","GB (United Kingdom)"
"Astrid",2019-09-04 20:42:25,"00:20:34","Autoplayed: user action: None; ","Workin' Moms: Season 3: Stand for Something (Episode 5)","","Netflix Firefox MAC (Cadmium) HTML 5","00:21:12","00:21:12","GB (United Kingdom)"
"Astrid",2019-09-04 19:46:37,"00:20:47","Autoplayed: user action: None; ","Workin' Moms: Season 3: Training Day (Episode 4)","","Netflix Firefox MAC (Cadmium) HTML 5","00:21:20","00:21:20","GB (United Kingdom)"
"Astrid",2019-09-04 19:24:45,"00:20:58","","Workin' Moms: Season 3: Daddy's Home (Episode 3)","","Netflix Firefox MAC (Cadmium) HTML 5","00:21:16","00:21:16","GB (United Kingdom)"
